"","sample","Area.12.0","Area.BHT","Area.13.0","Area.i.14.0","Area.14.0","Area.14.1n.9","Area.14.1n.7","Area.14.1n.5","Area.i.15.0","Area.ai.15.0","Area.15.0","Area.i16.0","Area.16.0","Area.16.1n.11","Area.16.1n.9","Area.16.1n.7","Area.16.1n.5","Area.17.1.a.","Area.i.17.0","Area.16.2n.6","Area.ai.17.0","Area.17.1.b.","Area.16.2n.4","Area.17.0","Area.Phytane","Area.16.3n.4","Area.17.1","Area.16.4n.3","Area.16.4n.1","Area.18.0","Area.18.1n.13","Area.18.1n.11","Area.18.1n.9","Area.18.1n.7","Area.18.1n.5","Area.18.2d5.11","Area.18.2n.7","Area.18.2n.6","Area.18.2n.4","Area.18.3n.6","Area.18.3n.4","Area.18.3n.3","Area.18.3n.1","Area.18.4n.3","Area.18.4n.1","Area.20.0","Area.20.1n.11","Area.20.1n.9","Area.20.1n.7","Area.20.2NMID1","Area.20.2n.9","Area.20.2NMID2","Area.20.2n.6","Area.20.3NMIT","Area.20.3n.6","Area.20.4n.6","Area.20.3n.3","Area.20.4n.3","Area.20.5n.3","Area.22.0","Area.22.1n.11","Area.22.1n.9","Area.22.1n.7","Area.22.2NMID1","Area.22.2NMID2","Area.22.2n.6","Area.21.5n.3","Area.23.0","Area.22.4n.6","Area.22.5n.6","Area.22.4n.3","Area.22.5n.3","Area.24.0","Area.22.6n.3","Area.24.1n.9","Area.12.0.1","Area.BHT.1","Area.13.0.1","Area.i.14.0.1","Area.14.0.1","Area.14.1n.9.1","Area.14.1n.7.1","Area.14.1n.5.1","Area.i.15.0.1","Area.ai.15.0.1","Area.15.0.1","Area.i16.0.1","Area.16.0.1","Area.16.1n.11.1","Area.16.1n.9.1","Area.16.1n.7.1","Area.16.1n.5.1","Area.17.1.a..1","Area.i.17.0.1","Area.16.2n.6.1","Area.ai.17.0.1","Area.17.1.b..1","Area.16.2n.4.1","Area.17.0.1","Area.Phytane.1","Area.16.3n.4.1","Area.17.1.1","Area.16.4n.3.1","Area.16.4n.1.1","Area.18.0.1","Area.18.1n.13.1","Area.18.1n.11.1","Area.18.1n.9.1","Area.18.1n.7.1","Area.18.1n.5.1","Area.18.2d5.11.1","Area.18.2n.7.1","Area.18.2n.6.1","Area.18.2n.4.1","Area.18.3n.6.1","Area.18.3n.4.1","Area.18.3n.3.1","Area.18.3n.1.1","Area.18.4n.3.1","Area.18.4n.1.1","Area.20.0.1","Area.20.1n.11.1","Area.20.1n.9.1","Area.20.1n.7.1","Area.20.2NMID1.1","Area.20.2n.9.1","Area.20.2NMID2.1","Area.20.2n.6.1","Area.20.3NMIT.1","Area.20.3n.6.1","Area.20.4n.6.1","Area.20.3n.3.1","Area.20.4n.3.1","Area.20.5n.3.1","Area.22.0.1","Area.22.1n.11.1","Area.22.1n.9.1","Area.22.1n.7.1","Area.22.2NMID1.1","Area.22.2NMID2.1","Area.22.2n.6.1","Area.21.5n.3.1","Area.23.0.1","Area.22.4n.6.1","Area.22.5n.6.1","Area.22.4n.3.1","Area.22.5n.3.1","Area.24.0.1","Area.22.6n.3.1","Area.24.1n.9.1","Quantity.12.0","Quantity.BHT","Quantity.13.0","Quantity.i.14.0","Quantity.14.0","Quantity.14.1n.9","Quantity.14.1n.7","Quantity.14.1n.5","Quantity.i.15.0","Quantity.ai.15.0","Quantity.15.0","Quantity.i16.0","Quantity.16.0","Quantity.16.1n.11","Quantity.16.1n.9","Quantity.16.1n.7","Quantity.16.1n.5","Quantity.17.1.a.","Quantity.i.17.0","Quantity.16.2n.6","Quantity.ai.17.0","Quantity.17.1.b.","Quantity.16.2n.4","Quantity.17.0","Quantity.Phytane","Quantity.16.3n.4","Quantity.17.1","Quantity.16.4n.3","Quantity.16.4n.1","Quantity.18.0","Quantity.18.1n.13","Quantity.18.1n.11","Quantity.18.1n.9","Quantity.18.1n.7","Quantity.18.1n.5","Quantity.18.2d5.11","Quantity.18.2n.7","Quantity.18.2n.6","Quantity.18.2n.4","Quantity.18.3n.6","Quantity.18.3n.4","Quantity.18.3n.3","Quantity.18.3n.1","Quantity.18.4n.3","Quantity.18.4n.1","Quantity.20.0","Quantity.20.1n.11","Quantity.20.1n.9","Quantity.20.1n.7","Quantity.20.2NMID1","Quantity.20.2n.9","Quantity.20.2NMID2","Quantity.20.2n.6","Quantity.20.3NMIT","Quantity.20.3n.6","Quantity.20.4n.6","Quantity.20.3n.3","Quantity.20.4n.3","Quantity.20.5n.3","Quantity.22.0","Quantity.22.1n.11","Quantity.22.1n.9","Quantity.22.1n.7","Quantity.22.2NMID1","Quantity.22.2NMID2","Quantity.22.2n.6","Quantity.21.5n.3","Quantity.23.0","Quantity.22.4n.6","Quantity.22.5n.6","Quantity.22.4n.3","Quantity.22.5n.3","Quantity.24.0","Quantity.22.6n.3","Quantity.24.1n.9","Total.Peak.Area","file","Area.DMA.1","Area.DMA.2","Area.DMA.1.1","Area.DMA.2.1","Quantity.DMA.1","Quantity.DMA.2"
"269","2025\09\03\SCAL_0471.DATA",3.1,4947.2,1.6,NA,161.6,4.4,NA,NA,4.3,1.5,70.3,10.1,2266.8,38.5,24.6,190.5,33.3,NA,64.5,9.1,7.8,7.3,12.7,95.7,74,NA,19.4,3.3,7.2,692.9,6.5,0,121.2,495.1,33.1,9.4,5.7,43.1,46,6.8,NA,43.9,NA,283.2,7,4.5,82.7,70.8,NA,36.4,5.8,NA,59.2,7.9,8.4,163.5,26.9,35.1,2963.4,1.1,NA,NA,4.9,7.7,12.2,4.6,150,2542.4,9.5,65.9,NA,115.9,NA,3538.4,NA,188.2,296832.5,98.6,NA,9697.3,261.8,NA,NA,258.4,88.5,4219.7,607.3,136009.7,2309.9,1477.7,11429.7,1999.2,NA,3868,548.5,467.5,438.7,763.4,5743.6,4439,NA,1164.7,195.2,433.6,41571.7,390.8,0.1,7274.7,29706.5,1986.1,565,341,2586.5,2760.4,408.3,NA,2634.6,NA,16993.4,420,270,4964.9,4249.9,NA,2182.3,350.7,NA,3552.1,472.7,503.6,9812.7,1615.6,2106.3,177804.6,63.4,NA,NA,296.8,460.8,732,278.5,9002.2,152542.2,569.5,3956.2,NA,6952.6,NA,212306.1,NA,0.02,0,0.01,NA,1.16,0.03,NA,NA,0.03,0.01,0.5,0.07,15.76,0.27,0.17,1.33,0.23,NA,0.44,0.06,0.05,0.05,0.09,0.66,0.52,NA,0.13,0.02,0.05,4.64,0.04,0,0.82,3.34,0.22,0.06,0.04,0.29,0.31,0.05,NA,0.29,NA,1.9,0.05,0.03,0.54,0.47,NA,0.24,0.04,NA,0.39,0.05,0.06,1.06,0.18,0.23,19.26,0.01,NA,NA,0.03,0.05,0.08,0.03,0.98,16.53,0.06,0.42,NA,0.74,NA,22.12,NA,20373.28,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",209.2,207.3,12551.7,12438,1.36,1.35
"270","2025\09\03\SCAL_0472.DATA",4,4922.9,1.8,NA,139.6,NA,NA,NA,4.2,1.3,65.2,12.1,1932.8,32.8,20.2,143.5,30,NA,61.6,7.6,8.2,5.2,9.8,83,66.3,NA,12.2,2.4,4.8,594.3,1.9,0,101.2,378.3,26.1,2.9,NA,33.7,34,5.3,3.6,37.2,NA,270,6.6,4.5,72.9,57.3,NA,23.9,4.9,NA,46.4,7.3,8.5,143.7,21.6,35.5,2335.3,5.1,NA,NA,4.5,7.1,10.3,NA,139.1,2342.1,8.6,70,NA,107.7,NA,3375.9,NA,240.8,295374.7,105.9,NA,8374.6,NA,NA,NA,253.7,80.7,3913.3,728.6,115971,1967.3,1209.4,8608.7,1801.6,NA,3695.9,457.8,490.8,314.2,586,4979.9,3975.5,NA,734.2,146.6,287.6,35660.7,113,0.1,6071.8,22698.9,1567.5,176.2,NA,2023.9,2042.7,317.3,217.5,2232.5,NA,16199.3,394.6,267.6,4375.8,3438.6,NA,1432.8,291.2,NA,2782.9,436.2,512.3,8622.4,1298.1,2132.6,140119.3,307.8,NA,NA,271.1,424.2,619,NA,8348.2,140525.1,515.7,4197.4,NA,6462.9,NA,202554.2,NA,0.03,0,0.01,NA,1.14,NA,NA,NA,0.03,0.01,0.53,0.1,15.31,0.26,0.16,1.14,0.24,NA,0.48,0.06,0.06,0.04,0.08,0.65,0.53,NA,0.09,0.02,0.04,4.54,0.01,0,0.78,2.9,0.2,0.02,NA,0.26,0.26,0.04,0.03,0.28,NA,2.06,0.05,0.03,0.55,0.43,NA,0.18,0.04,NA,0.35,0.05,0.06,1.06,0.16,0.26,17.29,0.04,NA,NA,0.03,0.05,0.08,NA,1.03,17.34,0.06,0.51,NA,0.78,NA,24.04,NA,18466.74,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",209.6,211.1,12575,12664.2,1.55,1.56
"271","2025\09\03\SCAL_0473.DATA",2.7,4461.6,1.6,NA,135.1,NA,NA,NA,4.6,1.2,60.6,23.6,1865.4,30.4,18.8,136.6,25.1,NA,52.4,4.7,9.3,5.6,6.7,68.5,46.7,NA,11,NA,4.8,589.9,NA,0,97.1,392,25.5,6,5,30.6,32.9,4,4.8,35.5,4.6,224.7,7.4,4.5,77.7,63.2,NA,23.1,4.5,NA,38.7,5.9,6.4,115.9,18.3,36.3,2095.6,3.6,NA,NA,3.9,6.5,10.8,NA,113.6,1972.1,8.3,46.8,NA,91.3,NA,2969.3,2.7,159.7,267693,97.6,NA,8107,NA,NA,NA,274.4,69,3638.2,1414.6,111925.1,1823.9,1125.1,8196.5,1506,NA,3142.7,280.9,559.8,335.8,401.7,4110.2,2803.6,NA,660.7,NA,288.9,35394.2,NA,0.4,5827.2,23520.4,1531.9,360.7,298,1838.7,1976.3,239.2,290,2127.8,274.6,13483.6,445.7,271,4661.8,3789.7,NA,1388.3,272.6,NA,2323.7,355.9,382.1,6953.9,1100.6,2177.2,125734,213.6,NA,NA,232.8,392.2,649,NA,6817.1,118326.8,500.9,2810.3,NA,5476.1,NA,178158.1,162.9,0.02,0,0.01,NA,1.23,NA,NA,NA,0.04,0.01,0.55,0.21,16.47,0.27,0.17,1.21,0.22,NA,0.46,0.04,0.08,0.05,0.06,0.6,0.42,NA,0.09,NA,0.04,5.02,NA,0,0.83,3.35,0.22,0.05,0.04,0.26,0.28,0.03,0.04,0.3,0.04,1.91,0.06,0.04,0.65,0.53,NA,0.19,0.04,NA,0.32,0.05,0.05,0.96,0.15,0.3,17.29,0.03,NA,NA,0.03,0.05,0.09,NA,0.94,16.28,0.07,0.38,NA,0.74,NA,23.56,0.02,16640.53,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",143.4,165.6,8601.8,9937.3,1.18,1.37
"272","2025\09\03\SCAL_0504.DATA",0.7,3612.5,1.9,NA,156,3.1,NA,NA,4,1.9,64.9,8.4,1892.5,31.1,19.7,152.7,25.7,NA,52.3,6.8,5.1,6.1,8.2,76.9,62.6,6.3,16.1,3,6.7,521.3,NA,14.7,114.2,400.2,26.9,8.5,4.9,36.9,42.8,6,3.9,36.7,5.4,218.7,6.1,4.2,72.7,60.5,NA,73.4,4,NA,43.1,8.9,8.6,128.8,19.4,26.1,2500.9,4.4,NA,NA,3.7,5.2,9.4,3.1,139.7,2158.9,9.5,64.8,NA,90.9,NA,3010.7,1.1,43.9,216752.4,114.7,NA,9358.2,184.1,NA,NA,241.1,111.2,3895.1,504.5,113553,1868,1184.3,9161.5,1539.4,NA,3135.9,409.2,307.2,363.5,490.1,4611.1,3756.3,377.4,967,178,403.8,31280.5,NA,879.8,6852.3,24011.1,1612.5,508.6,295.4,2211.1,2570.2,360.7,232,2202.8,322,13122.7,368.5,254.9,4361.8,3627.6,NA,4402.3,237.7,NA,2586.4,532.4,513.1,7726.3,1166.2,1568,150054.3,265.2,NA,NA,219.1,311.2,565,186.8,8379.7,129536.7,570.4,3890,NA,5455.1,NA,180644.8,66.9,0.01,0,0.02,NA,1.32,0.02,NA,NA,0.03,0.02,0.55,0.07,15.55,0.26,0.16,1.26,0.21,NA,0.42,0.06,0.04,0.05,0.07,0.62,0.52,0.05,0.12,0.02,0.06,4.13,NA,0.12,0.91,3.19,0.21,0.07,0.04,0.29,0.34,0.05,0.03,0.29,0.04,1.73,0.05,0.03,0.56,0.47,NA,0.57,0.03,NA,0.33,0.07,0.07,0.99,0.15,0.2,19.22,0.03,NA,NA,0.03,0.04,0.07,0.02,1.07,16.59,0.07,0.49,NA,0.68,NA,22.24,0.01,16653.79,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",172.8,210.4,10368.9,12624.7,1.33,1.62
"273","2025\09\03\SCAL_0510_1.DATA",0.6,3177.8,1.3,NA,112,2.7,NA,NA,3.2,0.9,45.6,8.6,1448.1,22.2,15,110.9,22.7,NA,39.7,7.8,5.9,4.8,8.3,53,40.5,5.8,8.2,NA,7.8,437.4,2.6,0,72,277.2,17.4,1.5,NA,25.5,31.9,4,4.3,23,1.1,168,6.5,2.7,52.4,39,NA,27.7,3.6,NA,31.1,4.8,5,81.7,13.2,25.5,1886.7,2.7,NA,NA,2.9,3.1,7.2,3.3,102.9,1726.4,5.6,39.5,NA,64.4,NA,2200.8,NA,38.8,190666.5,79,NA,6721.5,160.3,NA,NA,192.8,54.3,2736.7,516.7,86886.2,1334.3,898.4,6655,1363.3,NA,2379.9,468.7,351.8,287.3,496,3179.6,2428.8,345.5,490,NA,469.6,26243.2,158.2,0.2,4318.7,16629.2,1044.3,88.6,NA,1532.5,1916,239.5,258.6,1377.1,65.9,10081.8,389.7,163.8,3142.7,2340.4,NA,1660.3,218.7,NA,1866.8,285.3,300.1,4903.2,792.9,1529.2,113201.3,160.2,NA,NA,172.4,188.8,432.5,198.5,6171.3,103584.4,337.6,2371.4,NA,3864.3,NA,132046.7,NA,0.01,0,0.01,NA,1.27,0.03,NA,NA,0.04,0.01,0.51,0.09,15.85,0.24,0.16,1.22,0.25,NA,0.43,0.09,0.06,0.05,0.09,0.57,0.45,0.06,0.08,NA,0.09,4.62,0.03,0,0.76,2.94,0.18,0.02,NA,0.27,0.34,0.04,0.05,0.24,0.01,1.77,0.07,0.03,0.54,0.4,NA,0.28,0.04,NA,0.32,0.05,0.05,0.84,0.14,0.26,19.31,0.03,NA,NA,0.03,0.03,0.07,0.03,1.05,17.67,0.06,0.4,NA,0.65,NA,21.66,NA,12959.23,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",141.6,154.7,8495,9282.9,1.45,1.58
"274","2025\09\03\SCAL_0510_2.DATA",2.9,3138.7,1.5,NA,110.6,3,NA,NA,3,NA,45.3,19.1,1441,23,15.4,111.1,23.7,NA,41.1,6.4,5.8,5.7,9.8,52.8,41.7,6.4,9.2,1.9,7.8,435.8,2.6,0.3,71.2,273.4,17.6,1.5,NA,25.6,31.6,4,4.2,24.8,4.9,167.9,7.2,2.5,51.4,38.3,NA,28.2,3.7,NA,30.2,4.6,5.3,81,13.2,26,1876.9,2.9,NA,NA,NA,3.2,6.9,3.3,102,1707.3,4,38.8,NA,64,NA,2182.3,NA,173.8,188323.8,91.6,NA,6634.3,179.8,NA,NA,179.1,NA,2716.6,1147.2,86462,1380.5,923.4,6668.8,1422.7,NA,2465.5,386.4,350.2,342.1,586.9,3170.7,2500.6,382.6,552.1,116.2,468.7,26147.1,156.9,20.1,4269.8,16401.1,1053,90.4,NA,1537.7,1897,242.9,251.3,1485.4,294.9,10074.2,433.9,149.8,3083.9,2300,NA,1693.4,223.7,NA,1810.4,278.3,315.3,4857.9,794.9,1557.9,112611.9,176.5,NA,NA,NA,194.9,415.3,197.1,6118.2,102435.4,240.2,2327.2,NA,3839.3,NA,130937.2,NA,0.03,0,0.02,NA,1.26,0.03,NA,NA,0.03,NA,0.51,0.21,15.85,0.25,0.17,1.23,0.26,NA,0.45,0.07,0.06,0.06,0.11,0.58,0.47,0.07,0.09,0.02,0.09,4.62,0.03,0,0.76,2.91,0.19,0.02,NA,0.27,0.34,0.04,0.04,0.26,0.05,1.78,0.08,0.03,0.53,0.4,NA,0.29,0.04,NA,0.31,0.05,0.05,0.83,0.14,0.27,19.31,0.03,NA,NA,NA,0.03,0.07,0.03,1.05,17.56,0.04,0.39,NA,0.65,NA,21.59,NA,12870.42,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",139.4,151.6,8361.6,9097.9,1.43,1.56
"275","2025\09\03\SCAL_0511.DATA",0.9,2499.4,1,NA,117.8,NA,NA,NA,3.7,1,44.8,5.9,1340.6,22.5,13.6,120.8,22.2,NA,37.8,6.7,NA,4.8,7.2,50,39.2,4.2,9.2,NA,5.7,337.4,NA,0,64.3,267.6,17.4,2.4,NA,23,32,4.2,NA,20.5,NA,153.1,3.6,2.9,38.3,42.3,NA,51.9,1.8,NA,32.1,5.7,5.6,82.6,12.7,17.4,1703.7,2.3,NA,NA,NA,NA,5,NA,97,1492.5,4.2,44.5,NA,60.2,NA,1984.2,NA,56.3,149964,58.6,NA,7067.4,NA,NA,NA,219.9,60.3,2686,352.7,80435.6,1350,815.4,7245.3,1331.5,NA,2266,401.2,NA,285.5,431.4,2997.2,2354.8,253.5,552.8,NA,343.3,20242.4,NA,0.2,3860,16056.9,1046.8,141.6,NA,1378.1,1921.8,251.1,NA,1229.6,NA,9187.9,217.5,174.2,2299.9,2536,NA,3111.7,106.4,NA,1928.9,343.2,334.5,4955.8,759.6,1045,102222.8,136.6,NA,NA,NA,NA,298.9,NA,5822.9,89551.5,252.7,2672.2,NA,3614.2,NA,119050.7,NA,0.01,0,0.01,NA,1.48,NA,NA,NA,0.05,0.01,0.56,0.07,16.26,0.27,0.17,1.47,0.27,NA,0.45,0.08,NA,0.05,0.09,0.6,0.48,0.05,0.1,NA,0.07,3.94,NA,0,0.76,3.14,0.21,0.03,NA,0.27,0.37,0.05,NA,0.24,NA,1.79,0.04,0.03,0.44,0.48,NA,0.59,0.02,NA,0.37,0.07,0.06,0.94,0.14,0.2,19.32,0.03,NA,NA,NA,NA,0.06,NA,1.1,16.92,0.05,0.5,NA,0.67,NA,21.63,NA,11324.23,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",113.1,145.7,6786.1,8739.6,1.28,1.65
"276","2025\09\03\SCAL_0512.DATA",NA,2653.2,NA,NA,95.5,NA,NA,NA,3.3,NA,40.8,22.3,1375.1,18.9,12.1,114.3,20.6,NA,38.2,5.9,5.4,4.5,6.1,45,35.3,3.9,7.6,NA,5.4,396.7,NA,0,68,296.9,18.5,2,NA,23.9,35.9,4.5,2.6,19.9,NA,156.3,3.2,NA,42.5,33.3,NA,55.5,3.7,2.7,30.3,6.6,4.7,69.8,10.8,19.2,1611.3,4.2,NA,NA,NA,3.9,6.9,NA,112.1,1613.1,3.9,30.9,NA,72.7,NA,2002.5,NA,NA,159191.8,NA,NA,5727.4,NA,NA,NA,199.4,NA,2448.6,1339.6,82505.7,1133.3,728.4,6855.9,1233.2,NA,2289.5,352.3,323.7,267,365.4,2697.9,2119,235.3,458.4,NA,322,23800.6,NA,0.2,4082.3,17816.1,1107.9,118.4,NA,1431.2,2151.6,268.6,156.1,1191.4,NA,9379.6,192.9,NA,2547.2,1999.6,NA,3329.4,220.7,164.6,1815.4,394.7,284,4185.5,645.1,1153.5,96680.5,249.9,NA,NA,NA,233.8,411,NA,6728.2,96788.2,235.3,1853.3,NA,4359.9,NA,120150.4,NA,NA,0,NA,NA,1.17,NA,NA,NA,0.04,NA,0.5,0.27,16.34,0.23,0.15,1.37,0.25,NA,0.45,0.07,0.06,0.05,0.07,0.53,0.43,0.05,0.08,NA,0.06,4.54,NA,0,0.78,3.42,0.21,0.02,NA,0.27,0.41,0.05,0.03,0.23,NA,1.79,0.04,NA,0.48,0.37,NA,0.62,0.04,0.03,0.34,0.07,0.05,0.78,0.12,0.21,17.91,0.05,NA,NA,NA,0.04,0.08,NA,1.25,17.93,0.04,0.34,NA,0.79,NA,21.4,NA,11633.08,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",128.2,151.3,7690.6,9079.4,1.42,1.68
"277","2025\09\03\SCAL_0513.DATA",2.5,4224.2,NA,NA,81.6,NA,NA,NA,2.3,NA,47.1,14.9,1484.8,23.2,14.7,114.1,19.3,NA,37.3,7.7,6.7,5.2,7.2,52.8,43.4,5.3,9.4,NA,6.7,488.9,NA,NA,92.1,341.5,10.2,NA,NA,25.8,32.5,3.9,4.9,26.7,6.3,198.9,6,NA,53.5,41.5,NA,31.4,5.2,NA,30,5.1,5.7,84.4,13.5,26.9,1801.8,4.1,NA,2.8,NA,4.8,9,NA,103.1,2127.6,5,0.4,NA,82.1,NA,2274,NA,148.3,253449.9,NA,NA,4897.7,NA,NA,NA,140.7,NA,2827.6,896.7,89088.9,1392.8,884.7,6846.1,1155.9,NA,2235.9,463.1,401.7,314.3,435,3170.4,2604.5,317.8,565.6,NA,402.9,29333.5,NA,NA,5525.8,20490.4,610.3,NA,NA,1550.9,1950.5,236.1,291.6,1600,375.1,11933.9,362.1,NA,3212,2492.1,NA,1884.9,312.1,NA,1802.8,307.8,343.3,5063.5,807.1,1611.2,108109.2,246.1,NA,165.8,NA,286.1,538.2,NA,6185.3,127656.3,297.4,21.4,NA,4927.5,NA,136442.8,NA,0.02,0,NA,NA,0.87,NA,NA,NA,0.02,NA,0.5,0.15,15.38,0.24,0.15,1.19,0.2,NA,0.38,0.08,0.07,0.05,0.07,0.54,0.46,0.05,0.09,NA,0.07,4.88,NA,NA,0.92,3.43,0.1,NA,NA,0.26,0.32,0.04,0.05,0.27,0.06,1.99,0.06,NA,0.52,0.41,NA,0.31,0.05,NA,0.29,0.05,0.06,0.82,0.13,0.26,17.45,0.04,NA,0.03,NA,0.05,0.09,NA,1,20.6,0.05,0,NA,0.78,NA,21.18,NA,14598.02,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",133.9,161.3,8032.9,9676.6,1.3,1.56
"278","2025\09\03\SCAL_0514.DATA",0.3,2711.4,1.6,NA,151.9,3.2,NA,NA,3,1.2,57.3,24.3,1903.4,28.9,17.2,155.1,28.7,NA,50.7,8.3,5.1,5.3,8.9,64.9,45.7,5.9,13.3,2.9,6.3,506.9,NA,14.7,91.9,357.5,28.4,7.7,4.6,33.6,47.2,5.6,6.1,29.8,1.5,216,7.9,4.2,60.2,66.6,NA,84.4,4.1,7.8,44.8,10.1,8.1,108.6,18.5,28.3,2326.3,4,NA,NA,4.8,4.9,11,3.9,141.6,2110.3,6.3,46.8,NA,89.2,NA,2634.9,NA,15.7,162686.4,95.8,NA,9114.7,194.7,NA,NA,182.9,72.1,3440.9,1459.9,114204.9,1736.1,1034.4,9303.2,1721.3,NA,3041.3,496.5,307.6,319.6,533.9,3893.7,2742.2,352.1,797.8,174.6,379.9,30413.5,NA,879.3,5515.5,21449.2,1702.3,461.6,278.4,2017,2833.6,333.6,366.5,1790.9,92.8,12960.9,476.4,254.8,3614.4,3995.6,NA,5064.2,246.9,469.7,2685.5,604.6,483.9,6518.3,1108.4,1700.1,139575.8,240,NA,NA,289.2,291.7,661.4,233.3,8495.9,126620.4,376.1,2809.5,NA,5349.7,NA,158095.4,NA,0,0,0.01,NA,1.37,0.03,NA,NA,0.03,0.01,0.51,0.21,16.63,0.25,0.15,1.36,0.25,NA,0.44,0.07,0.04,0.04,0.08,0.56,0.41,0.05,0.11,0.03,0.06,4.27,NA,0.12,0.78,3.03,0.24,0.06,0.04,0.28,0.4,0.05,0.05,0.25,0.01,1.82,0.07,0.04,0.5,0.55,NA,0.69,0.03,0.06,0.37,0.08,0.07,0.89,0.15,0.23,19,0.03,NA,NA,0.04,0.04,0.09,0.03,1.16,17.24,0.05,0.37,NA,0.71,NA,20.7,NA,14932.42,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",142,188,8520.7,11278.1,1.16,1.54
"279","2025\09\03\SCAL_0515.DATA",1.9,4306.2,1.7,NA,130.1,3.3,NA,NA,4.1,1.2,68.1,21.7,2225.4,34.4,20.9,150,29.1,NA,55.3,9.4,10,7.2,9,78.1,52.7,7.7,14,3,8.8,726.3,NA,11.5,118.3,389.6,26.3,2.1,NA,34.6,39.5,4.8,8.9,35.4,NA,276.5,11.5,3.8,65.9,64.9,NA,30.1,5.9,NA,44.1,7.2,8.1,119,19.5,50,2603.9,9,NA,NA,4,8.2,11.5,4.8,149.3,2620.2,9.1,56,2.8,132.5,NA,3422.7,NA,115.1,258369.5,102.3,NA,7806.4,195.5,NA,NA,244.6,71.6,4088.4,1300.3,133526.7,2063.8,1253,9001.1,1745.4,NA,3316.9,562.4,599.7,433.7,542.7,4689,3159.8,459.4,838.8,179.5,526.8,43576.6,NA,691.7,7095.8,23374.1,1579.2,126.7,NA,2077.5,2371.7,289.4,532.7,2125.8,NA,16591.1,691.8,228.5,3956.4,3896.2,NA,1806.7,354.9,NA,2647.4,430.5,489,7140.2,1171.5,3001.3,156233.9,540.4,NA,NA,239.7,493.2,692.5,286.2,8955,157214.6,546.8,3357.8,168.9,7947.7,NA,205361.8,NA,0.01,0,0.01,NA,0.98,0.02,NA,NA,0.03,0.01,0.51,0.16,16.31,0.25,0.15,1.11,0.21,NA,0.4,0.07,0.07,0.05,0.07,0.57,0.39,0.06,0.1,0.02,0.06,5.13,NA,0.08,0.84,2.77,0.19,0.01,NA,0.24,0.28,0.03,0.06,0.25,NA,1.95,0.08,0.03,0.46,0.45,NA,0.21,0.04,NA,0.3,0.05,0.06,0.82,0.13,0.34,17.84,0.06,NA,NA,0.03,0.06,0.08,0.03,1.02,17.95,0.06,0.38,0.02,0.89,NA,22.55,NA,18905.58,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",171.4,207.1,10286.1,12427.9,1.17,1.42
